Rule ID,SDTMIG Version,,,Status,CORE-ID
CG0463,3.2,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0463
CG0464,3.2,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0464
CG0465,3.2,3.3,3.4,PUBLISHED,CORE-000218
CG0466,3.2,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0466
CG0467,3.2,3.3,3.4,PUBLISHED,CORE-000207
CG0468,3.2,3.3,3.4,PUBLISHED,CORE-000026
CG0501,,3.3,3.4,PUBLISHED,CORE-000297
CG0502,,3.3,3.4,PUBLISHED,CORE-000777
CG0503,,3.3,3.4,PUBLISHED,CORE-000193
CG0507,,3.3,3.4,PUBLISHED,CORE-000049
CG0508,,3.3,3.4,PUBLISHED,CORE-000074
CG0509,,3.3,3.4,PUBLISHED,CORE-000057
CG0510,,3.3,3.4,PUBLISHED,CORE-000245
CG0511,,3.3,3.4,PUBLISHED,CORE-000246
CG0512,,3.3,3.4,PUBLISHED,CORE-000208
CG0513,,3.3,3.4,PUBLISHED,CORE-000223
CG0514,,3.3,3.4,PUBLISHED,CORE-000209
CG0515,,3.3,3.4,PUBLISHED,CORE-000224
CG0516,,3.3,3.4,PUBLISHED,CORE-000210
CG0517,,3.3,3.4,PUBLISHED,CORE-000045
CG0518,,3.3,3.4,PUBLISHED,CORE-000047
CG0519,,3.3,3.4,PUBLISHED,CORE-000046
CG0520,,3.3,3.4,PUBLISHED,CORE-000121
CG0521,,3.3,3.4,PUBLISHED,CORE-000119
CG0522,,3.3,3.4,PUBLISHED,CORE-000120
CG0523,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0523
CG0524,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0524
CG0525,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0525
CG0526,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0526
CG0527,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0527
CG0528,,3.3,3.4,PUBLISHED,CORE-000211
CG0529,,3.3,3.4,PUBLISHED,CORE-000191
CG0530,,3.3,3.4,PUBLISHED,CORE-000192
CG0531,,3.3,3.4,PUBLISHED,CORE-000844; CORE-000846; CORE-000845
CG0532,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0532
CG0533,,3.3,3.4,PUBLISHED,CORE-000073
CG0534,,3.3,3.4,PUBLISHED,CORE-000758
CG0535,,3.3,3.4,PUBLISHED,CORE-000212
CG0536,,3.3,3.4,PUBLISHED,CORE-000213
CG0537,,3.3,3.4,PUBLISHED,CORE-000374
CG0538,,3.3,3.4,PUBLISHED,CORE-000214
CG0539,,3.3,3.4,PUBLISHED,CORE-000215
CG0540,,3.3,3.4,PUBLISHED,CORE-000296
CG0541,,3.3,3.4,PUBLISHED,CORE-000170
CG0542,,3.3,3.4,PUBLISHED,CORE-000072
CG0545,,3.3,3.4,PUBLISHED,CORE-000216
CG0546,,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0546
CG0547,,3.3,3.4,PUBLISHED,CORE-000109
CG0548,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0548
CG0549,,3.3,3.4,PUBLISHED,CORE-000110
CG0550,,3.3,3.4,PUBLISHED,CORE-000295
CG0551,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0551
CG0552,,3.3,3.4,PUBLISHED,CORE-000247
CG0553,,3.3,3.4,PUBLISHED,CORE-000083
CG0554,,3.3,3.4,PUBLISHED,CORE-000107
CG0555,,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0555
CG0556,,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0556
CG0557,,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0557
CG0558,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0558
CG0559,,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0559
CG0560,,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0560
CG0561,,3.3,3.4,PUBLISHED,CORE-000082
CG0562,,3.3,3.4,PUBLISHED,CORE-001034
CG0563,,3.3,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0563
CG0564,,3.3,3.4,PUBLISHED,CORE-000111
CG0565,,3.3,3.4,PUBLISHED,CORE-000112
CG0566,,3.3,3.4,PUBLISHED,CORE-000113
CG0567,,3.3,3.4,PUBLISHED,CORE-000114
CG0568,,3.3,,PUBLISHED,CORE-000326
CG0569,,3.3,3.4,PUBLISHED,CORE-000105
CG0570,,3.3,3.4,PUBLISHED,CORE-000115
CG0571,3.2,3.3,,PUBLISHED,CORE-000685
CG0572,3.2,3.3,,PUBLISHED,CORE-000686
CG0573,3.2,3.3,,PUBLISHED,CORE-000689
CG0601,,,3.4,PUBLISHED,CORE-000766
CG0602,,,3.4,PUBLISHED,CORE-000757
CG0603,,,3.4,PUBLISHED,CORE-000767
CG0604,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0604
CG0605,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0605
CG0607,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0607
CG0608,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0608
CG0609,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0609
CG0610,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0610
CG0614,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0614
CG0615,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0615
CG0616,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0616
CG0617,,,3.4,DRAFT - NOT EXECUTABLE,CDISC.SDTMIG.CG0617
CG0619,,,3.4,PUBLISHED,CORE-000116
CG0620,,3.3,3.4,PUBLISHED,CORE-000535
CG0621,,,3.4,PUBLISHED,CORE-000048
CG0622,,,3.4,PUBLISHED,CORE-000049
CG0623,,,3.4,PUBLISHED,CORE-000050
CG0624,,,3.4,PUBLISHED,CORE-000051
CG0625,,,3.4,PUBLISHED,CORE-000052
CG0626,,,3.4,PUBLISHED,CORE-000247
CG0627,,,3.4,PUBLISHED,CORE-000054
CG0628,,,3.4,PUBLISHED,CORE-000055
CG0629,,,3.4,PUBLISHED,CORE-000056
CG0630,,,3.4,PUBLISHED,"	CORE-000057"
CG0631,,,3.4,PUBLISHED,CORE-000058
CG0632,,,3.4,PUBLISHED,CORE-000059
CG0633,,,3.4,PUBLISHED,CORE-000060
CG0634,,,3.4,PUBLISHED,CORE-000061
CG0635,,,3.4,PUBLISHED,CORE-000245
CG0636,,,3.4,PUBLISHED,CORE-000246
CG0637,,,3.4,PUBLISHED,CORE-000064
CG0638,,,3.4,PUBLISHED,CORE-000065
CG0639,,,3.4,PUBLISHED,CORE-000066
CG0640,,,3.4,PUBLISHED,CORE-000067
CG0641,,,3.4,PUBLISHED,CORE-000068
CG0642,,,3.4,PUBLISHED,CORE-000069
CG0643,,,3.4,PUBLISHED,CORE-000070
CG0644,,,3.4,PUBLISHED,CORE-000071
CG0646,,,3.4,PUBLISHED,CORE-000044
CG0647,,,3.4,PUBLISHED,CORE-000042
CG0648,,,3.4,PUBLISHED,CORE-000043
CG0649,,,3.4,PUBLISHED,CORE-000041
CG0650,3.2,3.3,3.4,PUBLISHED,CORE-000778
CG0651,,3.3,3.4,DRAFT,CDISC.SDTMIG.CG0651
CG0653,,,3.4,PUBLISHED,CORE-000037
CG0654,,,3.4,PUBLISHED,CORE-000038
CG0655,,,3.4,PUBLISHED,CORE-000039
CG0656,,,3.4,PUBLISHED,CORE-000040
CG0657,,,3.4,PUBLISHED,CORE-000036
CG0658,,,3.4,PUBLISHED,CORE-000035
CG0659,,,3.4,PUBLISHED,CORE-000031
CG0660,,,3.4,PUBLISHED,CORE-000032
CG0661,,,3.4,PUBLISHED,CORE-000029
CG0662,3.2,,,PUBLISHED,CORE-000535
CG0663,,,3.4,DRAFT,CDISC.SDTMIG.CG0663
CG0664,,,3.4,PUBLISHED,CORE-000852
CG0665,,,3.4,PUBLISHED,CORE-000189
CG0666,,,3.4,PUBLISHED,CORE-000190
,,,,,
